id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
0BST0Q3OayjAIzG3MHOcy0,0.865,0.457,0.9166666666666666,0.18823333333333334,1.0,0.29,0.344,7.23e-05,0.0767,0.465
38iBrrbbXyWaSPkmuDNgjZ,0.88,0.787,0.6666666666666666,0.08648333333333333,1.0,0.118,0.226,0.0,0.12,0.588
0sMr52Vbn6WMkYLupCmO2h,0.709,0.777,0.08333333333333333,0.08771666666666667,0.0,0.354,0.441,0.0,0.109,0.559
4bZoab8C5E0aXBpECaSzhd,0.732,0.471,0.9166666666666666,0.16478333333333334,0.0,0.231,0.0675,2.21e-06,0.174,0.279
7FkUJd0gAcRR9Mjl59dp8U,0.682,0.757,0.5,0.093,1.0,0.251,0.334,0.0,0.111,0.47
5t8aZJ6KLDDDiy8CegeTFo,0.836,0.64,0.75,0.11363333333333332,1.0,0.474,0.109,0.0,0.0837,0.6
3MPfblpHGZwoPtWBDbrLym,0.615,0.731,0.3333333333333333,0.052116666666666665,0.0,0.0829,0.586,0.0,0.0984,0.402
1nd6YkzmI0JuEMlfPtNDeB,0.609,0.399,0.25,0.24025,1.0,0.773,0.739,0.000145,0.104,0.299
3uIEXhEy0PWXWW4Lfo804E,0.622,0.519,0.3333333333333333,0.09163333333333333,1.0,0.0873,0.0156,0.000569,0.0734,0.479
5H3IDwxl656R2V4a448W6A,0.655,0.411,0.6666666666666666,0.17583333333333334,0.0,0.438,0.0392,0.0,0.171,0.405
1oOEkBNp4zWnkD7nWjJdog,0.586,0.512,0.6666666666666666,0.14698333333333335,0.0,0.0668,0.723,0.0002,0.119,0.235
1O2wgYfOdpcoWnZbdbrpMh,0.651,0.563,0.08333333333333333,0.16606666666666667,1.0,0.357,0.261,0.0,0.098,0.389
5Ry83hJBcoQpVI9IF7kaL0,0.861,0.567,0.08333333333333333,0.1046,1.0,0.0521,0.0117,0.000266,0.0737,0.89
61BOQL7dlGQx9f08glMLKm,0.762,0.583,0.9166666666666666,0.13508333333333333,0.0,0.0407,0.232,0.491,0.101,0.28
2nSKol7UyxwffI6jLYTuUd,0.835,0.645,0.5833333333333334,0.08995,1.0,0.116,0.172,4.27e-06,0.0818,0.524
0jnrJXs5DDFpSff0t9tZkF,0.557,0.773,0.08333333333333333,0.09096666666666667,1.0,0.521,0.297,0.0,0.098,0.517
4gbDMfY7Jxu0EQkLOgF3Rq,0.69,0.75,0.0,0.10731666666666667,1.0,0.275,0.174,0.0,0.227,0.648
5xu3wnPlfdmW7dMiX5XA2P,0.494,0.596,0.75,0.10995,0.0,0.278,0.222,0.0,0.104,0.122
7EDzqdjrGXpvisWPCaJdUK,0.838,0.629,0.4166666666666667,0.12965,0.0,0.24,0.0533,0.0,0.109,0.754
4KvlilbyIkDukYgD70F1Ve,0.73,0.557,0.75,0.13836666666666667,0.0,0.258,0.122,0.0,0.152,0.671
29gsi1zZrZxdStACmTQB0Z,0.709,0.589,0.6666666666666666,0.1296,0.0,0.0433,0.0507,0.0,0.0585,0.58
0gO3E51A3fqp0ypJ26QbVP,0.784,0.632,0.8333333333333334,0.10138333333333334,0.0,0.347,0.156,0.0,0.605,0.746
2Tube9PPIomOrMKjvGvMLE,0.721,0.668,0.5833333333333334,0.12146666666666667,0.0,0.202,0.0338,1.08e-05,0.273,0.568
6nsyYPCDUSacgXci9mvWln,0.814,0.527,0.75,0.11668333333333333,0.0,0.328,0.179,0.000512,0.0767,0.54
3NDdF1ZuS7cPVLFNhf6F9R,0.804,0.432,0.9166666666666666,0.16516666666666666,0.0,0.511,0.403,0.0,0.106,0.387
6UHfW9PmGAUjIVeIkPzPQ2,0.764,0.774,0.4166666666666667,0.04785,0.0,0.202,0.0178,0.0,0.113,0.597
2q0nvnoM52HGglPqzRxD5P,0.837,0.371,0.08333333333333333,0.13233333333333333,1.0,0.131,0.000467,1.2e-05,0.125,0.228
4UkZHzv8tZQUoDsGL262oc,0.751,0.579,0.08333333333333333,0.1245,0.0,0.209,0.118,0.0,0.297,0.494
6tqIes4TjudsjfIpK4P2Jh,0.809,0.613,0.16666666666666666,0.14003333333333332,1.0,0.175,0.0685,0.0,0.107,0.562
3y6hF2tIfBkz58XqjRr65N,0.524,0.892,0.9166666666666666,0.06518333333333333,0.0,0.18,0.194,0.0,0.0926,0.548
0JsnkV2AbcCSvQ0dGYprRb,0.643,0.598,0.9166666666666666,0.11123333333333334,0.0,0.311,0.046,0.000396,0.503,0.248
67LB1vZuG114LqRN8h8bQ2,0.838,0.609,0.6666666666666666,0.08601666666666666,0.0,0.0502,0.231,0.0,0.0983,0.6
6RTkUM8B8pbbb0JbivtNAu,0.807,0.749,0.8333333333333334,0.09631666666666666,0.0,0.126,0.145,0.0,0.239,0.369
0YxnbtwxRIm6kV89Ljzg0L,0.935,0.579,0.8333333333333334,0.1232,0.0,0.112,0.139,1.43e-06,0.11,0.339
72rumPRo4OEWIJXnH3y79o,0.721,0.578,0.9166666666666666,0.13296666666666665,0.0,0.0564,0.146,0.0,0.14,0.24
1DrtUYV4YVGuLvZoh8LTmz,0.743,0.579,0.8333333333333334,0.18995,0.0,0.241,0.0756,0.000157,0.44,0.359
1k3Vo0d0pSzSFF4nUQnhPu,0.697,0.714,0.16666666666666666,0.1175,1.0,0.303,0.00734,0.0,0.657,0.187
1uO3uDcnAFjz4ZaQjBlM6a,0.84,0.635,0.08333333333333333,0.10653333333333334,1.0,0.309,0.00799,0.0,0.133,0.329
1O7DB16MQdAQVrybpA7GNW,0.744,0.695,0.5,0.11288333333333332,1.0,0.125,0.0504,0.0,0.0829,0.501
4db8YNHJR2h2KDcy7Yxs32,0.883,0.696,0.08333333333333333,0.10518333333333334,1.0,0.116,0.104,0.0,0.0886,0.255
3YceHgB0Uubgn5xVlfdkuC,0.847,0.582,0.16666666666666666,0.10273333333333333,1.0,0.102,0.0423,0.00101,0.109,0.965
1eF2y8QyKJhWTSmcMaP9FG,0.691,0.733,0.6666666666666666,0.09551666666666667,0.0,0.0963,0.000238,3.81e-06,0.12,0.329
735RSTb2xbtWbDtKD9XDYi,0.63,0.671,0.5,0.11098333333333334,0.0,0.256,0.363,0.0,0.113,0.333
2UOexcU6WDBHCHb3N1DbDe,0.71,0.454,0.8333333333333334,0.16068333333333334,1.0,0.0391,0.509,0.658,0.137,0.287
6L57zkiBMd0RXj2YS1Zl9J,0.872,0.401,0.08333333333333333,0.185,0.0,0.341,0.0554,0.0,0.0784,0.429
33PdmlGJwPvo6PEtetTCDg,0.779,0.637,0.4166666666666667,0.08739999999999999,0.0,0.05,0.558,0.0,0.0689,0.61
44ZbosO8mS7ZLzSG2qWDnk,0.943,0.489,0.0,0.09555,0.0,0.169,0.0463,0.0,0.0883,0.647
0hMgdCdV5K6YLWLAs3MuQG,0.87,0.539,0.4166666666666667,0.10811666666666667,1.0,0.455,0.000575,0.0,0.0876,0.583
5rTjMOVDiXDxkJavr2GxEL,0.672,0.129,0.3333333333333333,0.2164,1.0,0.0336,0.888,6.03e-05,0.0891,0.17
6tk3h9Vmsss7O0y7Zbk9qT,0.326,0.31,0.0,0.20881666666666668,1.0,0.087,0.524,0.0,0.122,0.2
4QNZyvpkrXMnliEdo6C45U,0.439,0.713,0.08333333333333333,0.08578333333333334,1.0,0.0979,0.0266,0.0,0.126,0.453
0Z4mRtb8Uc8xASEhGUlUyI,0.585,0.746,0.9166666666666666,0.08513333333333332,0.0,0.309,0.089,0.0,0.0697,0.459
5yydysXtYKznv2CleWb7iN,0.742,0.738,0.0,0.10565000000000001,0.0,0.0382,0.0113,9.49e-06,0.0778,0.467
16XWyRG6ejdizKktaHhLQg,0.675,0.457,0.9166666666666666,0.21025,1.0,0.0542,0.509,0.0,0.218,0.648
4TdMb9HDL8QphU7erWQtoj,0.437,0.483,0.25,0.20068333333333335,0.0,0.173,0.932,0.000578,0.129,0.462
524sIFJuKh1B7bIZu6IG5X,0.76,0.334,0.4166666666666667,0.1754666666666667,1.0,0.141,0.356,9.54e-05,0.08,0.575
37rdEIiDF2qSajCs4oMtMm,0.623,0.615,0.4166666666666667,0.11955,0.0,0.0319,0.222,0.0,0.39,0.277
6msW0Y9sCBjfM8DJJ5p5Nx,0.726,0.585,0.5833333333333334,0.1277,1.0,0.241,0.163,0.0,0.278,0.68
6Pnjx7ANN9AYZ3dG8kbof5,0.658,0.716,0.16666666666666666,0.09665,1.0,0.0337,0.546,0.0,0.107,0.253
3uzwBr6D5yUU3xjFK9tV3v,0.672,0.489,0.5833333333333334,0.1984,1.0,0.0488,0.446,0.00019,0.133,0.299
5MCqCiXPxZ9p7mbb4G81Si,0.792,0.685,0.08333333333333333,0.11995,0.0,0.15,0.0665,5.41e-05,0.109,0.719
4pcY7Iv4duDN4VNHDzMoSK,0.738,0.588,0.4166666666666667,0.11915,0.0,0.0798,0.038,0.0,0.237,0.823
0gTqEEZKoCn53BZAU1A4DG,0.617,0.309,0.75,0.13146666666666668,1.0,0.0388,0.574,0.0,0.162,0.532
5sJwRlYM8Wg9vGrfe0FNTO,0.757,0.557,0.9166666666666666,0.08611666666666666,0.0,0.0512,0.325,0.0,0.13,0.217
3YIqQBnoiCl4kAiifjVJvV,0.731,0.543,0.08333333333333333,0.1744,1.0,0.0474,0.0981,0.0,0.126,0.317
5zWlfvM2AfeIaTdISgSsK6,0.73,0.578,0.08333333333333333,0.12053333333333334,1.0,0.103,0.172,0.0,0.103,0.379
0WUEI3wb6ei1gRvCJChfxA,0.496,0.258,0.25,0.17848333333333333,1.0,0.0465,0.878,7.2e-05,0.323,0.24
2tdXKcoPMyc5tH80oJhTdk,0.482,0.399,0.3333333333333333,0.2548333333333333,0.0,0.6,0.148,0.0,0.343,0.28
4b141ud6vv8ZAyP12YtbpC,0.703,0.717,0.0,0.08163333333333332,1.0,0.0382,0.411,0.0,0.163,0.575
7cGnJMxQbHzNa2dGATzRBL,0.713,0.169,0.9166666666666666,0.19696666666666665,0.0,0.0751,0.672,0.0,0.229,0.39
4jyDFrAMzexTQxw5qcc9Pw,0.756,0.664,0.5833333333333334,0.11575,1.0,0.04,0.179,0.0,0.127,0.232
3QakXX6QhjD2LMTA7B2eFu,0.781,0.563,0.4166666666666667,0.10176666666666666,0.0,0.0641,0.0687,0.0,0.113,0.581
5Asa3MafsU1FUGQVRC2Ygu,0.676,0.745,0.0,0.10033333333333333,1.0,0.0634,0.18,0.0,0.106,0.369
6PtjI2kTLKCjrq14fOOJaq,0.888,0.419,0.08333333333333333,0.19268333333333335,0.0,0.0766,0.109,0.0,0.0968,0.754
2nQk8V1IXvwsT7aeaxwJyc,0.827,0.395,0.08333333333333333,0.20845,0.0,0.346,0.101,1.91e-06,0.244,0.508
4KGAKc1g4pbxCAxbI44icD,0.852,0.276,0.8333333333333334,0.1297,1.0,0.0651,0.784,0.0,0.148,0.695
5KGnwKVQGM1CyYEu9qd5by,0.802,0.393,0.75,0.12185,1.0,0.118,0.306,0.0,0.222,0.651
52XS88338FZguGxpNrnhXP,0.739,0.41,0.6666666666666666,0.12655,0.0,0.0635,0.526,1.05e-05,0.205,0.684
2EX1qQR4UwEUbfWvcKT7so,0.535,0.431,0.16666666666666666,0.16040000000000001,1.0,0.0783,0.69,0.00352,0.096,0.187
3V57BVUqb73uKbcS2SDs23,0.764,0.371,0.5833333333333334,0.12103333333333333,1.0,0.0564,0.136,0.0,0.188,0.715
60u0gbHvuuM1cplegyPIvD,0.87,0.39,0.08333333333333333,0.18668333333333334,0.0,0.0953,0.0936,9.53e-05,0.331,0.298
013W4rTaJQ22Fm0Kn7g7pO,0.858,0.424,0.8333333333333334,0.11433333333333334,1.0,0.247,0.00209,0.0,0.119,0.194
316psfgQyeOKRKVltAV3kz,0.76,0.421,0.08333333333333333,0.18233333333333332,1.0,0.271,0.00479,0.0,0.0937,0.284
5xucVX9knwfXF4CBcDbhiW,0.969,0.446,0.6666666666666666,0.20353333333333332,1.0,0.484,0.00268,0.0,0.0952,0.406
3C3EgEWoRBaqMcypCvQvAq,0.612,0.406,0.6666666666666666,0.19974999999999998,1.0,0.193,0.056,7.17e-05,0.16,0.461
1w95bIbILlWijlbz7Fm7ER,0.756,0.623,0.6666666666666666,0.12198333333333333,0.0,0.314,0.0734,0.0,0.105,0.504
2Yi8JGARh5efTNZCCXrWMb,0.741,0.561,0.75,0.16343333333333332,1.0,0.0705,0.0331,0.0,0.203,0.503
0PKujTaLQ2UdYcLgGcawMz,0.383,0.46,0.6666666666666666,0.16556666666666667,0.0,0.0565,0.07,0.0,0.12,0.15
45balcikGRiakUxmopJwwM,0.48,0.442,0.6666666666666666,0.14150000000000001,0.0,0.0881,0.315,0.0,0.254,0.449
45EzsxBDieiBZmI4ZaqAal,0.782,0.431,0.6666666666666666,0.13855,1.0,0.427,0.641,0.0,0.123,0.668
7650WLJmQ2odU1Vi1Pa833,0.705,0.629,0.3333333333333333,0.10571666666666667,0.0,0.359,0.217,0.0,0.105,0.407
4PyOOibJkmGOvhblR5I5Uq,0.756,0.455,0.6666666666666666,0.14351666666666668,1.0,0.047,0.0758,0.0,0.113,0.665
4U0OVDYLLNTL5VgD09PVLD,0.824,0.457,0.3333333333333333,0.17115,0.0,0.351,0.0184,0.0,0.0734,0.372
2jPbw7u6A645pbVtm3HcZR,0.83,0.653,0.6666666666666666,0.12101666666666668,1.0,0.307,0.0142,0.0,0.346,0.878
6o3QUC5oAE4g6WxRIFcZtb,0.65,0.613,0.75,0.10216666666666667,0.0,0.128,0.00336,0.0,0.267,0.0804
7KzIHJu1KFh4D8VhhmvTro,0.65,0.746,0.5,0.08445,0.0,0.0345,0.0262,0.0,0.0959,0.586
4C4HQvKybvDoqg57TH4Ewk,0.729,0.748,0.5833333333333334,0.11723333333333333,1.0,0.28,0.134,0.0,0.11,0.727
3h1QEqhVgDOpFQ7qfYH62L,0.499,0.884,0.3333333333333333,0.07668333333333334,0.0,0.0556,0.00654,2.89e-05,0.16,0.547
5hNnZd1qJ1tJdVU7vwQ1DX,0.745,0.443,0.0,0.17481666666666668,1.0,0.298,0.583,0.0,0.128,0.388
71staqCBFArNBB1O7Sw3J8,0.77,0.648,0.75,0.09458333333333332,1.0,0.0323,0.251,4.3e-06,0.132,0.417
0A3nVGUkAN4MDBcnIXrheL,0.542,0.433,0.3333333333333333,0.13888333333333333,1.0,0.0344,0.391,0.0,0.0836,0.23
22INV92iL1i9gg0pJOoMCN,0.653,0.486,0.5833333333333334,0.14653333333333332,0.0,0.0314,0.458,0.0,0.149,0.447
02KNB1V8XLUnNrBbhhbaJ5,0.626,0.799,0.3333333333333333,0.08646666666666666,0.0,0.0796,0.11,3.71e-05,0.0843,0.431
3f1ChZHm6v4KdUaEW5y5qd,0.613,0.614,0.08333333333333333,0.12058333333333333,1.0,0.0439,0.0143,0.0,0.094,0.198
4WwynJRKVuJzMgew9ptoDe,0.804,0.561,0.5833333333333334,0.13096666666666665,1.0,0.0357,0.0478,0.000168,0.113,0.763
19FnL4NWyOG0KiZofHG73V,0.827,0.447,0.3333333333333333,0.151,0.0,0.0735,0.722,0.0,0.278,0.381
5Ef3pvRvBdDHGfgRPF7bhs,0.558,0.725,0.08333333333333333,0.10381666666666667,0.0,0.0992,0.175,0.000166,0.18,0.473
3WCyRvTwRX3Pikdcr2U1OR,0.533,0.817,0.08333333333333333,0.07356666666666666,0.0,0.0302,0.0095,0.0,0.0766,0.391
55QuVLU2eUoyhQNX85SdpI,0.771,0.477,0.16666666666666666,0.11655,1.0,0.0418,0.579,0.0,0.105,0.416
1HWgcFyZ4wKia83CDGWH4N,0.481,0.507,0.8333333333333334,0.21013333333333334,0.0,0.059,0.892,9.44e-05,0.141,0.432
6B2zpKDnmfPlAVxXdiYRGj,0.592,0.609,0.25,0.12176666666666666,0.0,0.367,0.564,0.0,0.0771,0.136
0ifPaPuwOWVNxMaEKJL1to,0.785,0.446,0.5833333333333334,0.12071666666666667,1.0,0.218,0.42,1.51e-06,0.148,0.618
5tHpWIBg2HIsTECsokcd4E,0.814,0.711,0.8333333333333334,0.10733333333333334,1.0,0.0987,0.377,0.0,0.319,0.907
4FGl5XDCrkbS4KcvpTIiKK,0.701,0.669,0.5,0.10303333333333334,1.0,0.0423,0.175,0.0,0.104,0.584
6HeCk6yewXH7WO4D93eub9,0.724,0.269,0.4166666666666667,0.25775,1.0,0.0456,0.388,0.0,0.0808,0.866
7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0.0,0.16233333333333333,0.0,0.0412,0.0172,0.000152,0.103,0.329
23GLgk0r6rKVCic7cCFArg,0.792,0.512,0.16666666666666666,0.11458333333333333,1.0,0.0408,0.13,8.82e-05,0.14,0.11
6v6Uz0WRESNjUnOjGzKamp,0.701,0.687,0.8333333333333334,0.11311666666666667,1.0,0.144,0.0904,0.0,0.121,0.382
6GyNzLfyPlqOanu8S31vaH,0.684,0.622,0.5,0.10871666666666666,1.0,0.117,0.66,0.0,0.107,0.335
4GUj9MfPPkjpZskxb45uiX,0.554,0.8,0.6666666666666666,0.0656,1.0,0.0395,0.119,0.0,0.629,0.463
6VrCmhRBFnuGKmtNfk4jDs,0.546,0.822,0.5833333333333334,0.07471666666666667,1.0,0.151,0.0145,0.0,0.742,0.615
16ZHjPPoTEJ5TXPydW3zLR,0.638,0.602,0.6666666666666666,0.07678333333333334,1.0,0.0254,0.566,0.0,0.217,0.376
0DILU9jjSTnCv1dcbUH3ib,0.748,0.492,0.9166666666666666,0.14306666666666665,1.0,0.0498,0.151,0.0,0.146,0.483
4h5N4KyWZMtpeH9vhXSXjd,0.63,0.446,0.08333333333333333,0.14833333333333334,1.0,0.0351,0.337,0.0,0.166,0.177
54dQrW1GIFRxDAsXkSoOyT,0.634,0.378,0.4166666666666667,0.17613333333333334,0.0,0.0572,0.879,0.000336,0.0855,0.235
02I7vfIFTFBd3TlysvBUqv,0.688,0.456,0.5833333333333334,0.16136666666666669,1.0,0.0433,0.392,0.0,0.0925,0.779
7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0.0,0.1524,0.0,0.242,0.469,4.13e-06,0.297,0.437
0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,0.16666666666666666,0.14453333333333335,1.0,0.0288,0.0262,0.0,0.421,0.145
1Zv2jT7iZu98Feqpzhn0nd,0.734,0.596,0.5,0.16705,0.0,0.324,0.118,0.0,0.107,0.317
7j0He3HOaCTWLG7IRQr33p,0.871,0.525,0.5833333333333334,0.08261666666666666,1.0,0.0512,0.297,0.0,0.184,0.547
7y7w4tl4MaRC2UMEj1mPtr,0.625,0.814,0.0,0.08635,1.0,0.0657,0.0172,0.0,0.158,0.535
0SQS6U9RfjA4Nph4JcMpU8,0.217,0.89,0.5,0.07121666666666666,1.0,0.0617,3.44e-05,0.0,0.13,0.111
1FIv5SzIBWmCF5Xmt8N6BD,0.351,0.852,0.9166666666666666,0.08506666666666667,0.0,0.343,0.00462,0.0,0.451,0.556
3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.6666666666666666,0.08133333333333333,1.0,0.145,0.258,0.00372,0.123,0.473
5A5I22otsloR7rmsiIq0R8,0.712,0.668,0.3333333333333333,0.1421,0.0,0.0386,0.0501,0.0,0.253,0.217
5sqYbITLDDODlliFFgkITW,0.903,0.643,0.8333333333333334,0.09448333333333332,0.0,0.0929,0.197,0.0,0.111,0.224
5IrC1UAnYw3SyfV9ER03ON,0.644,0.595,0.5,0.09706666666666666,0.0,0.0371,0.472,0.0,0.125,0.31
5KeeYJwyjXzCxtfKYqSNNw,0.634,0.663,0.8333333333333334,0.13321666666666668,1.0,0.0332,0.298,0.0,0.15,0.848
7eJMfftS33KTjuF7lTsMCx,0.726,0.431,0.6666666666666666,0.14608333333333334,0.0,0.135,0.731,0.0,0.696,0.348
0sFqD0Mxcv3QLVyrWEddJ0,0.707,0.334,0.08333333333333333,0.2530833333333333,1.0,0.0907,0.628,0.135,0.157,0.103
4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,0.3333333333333333,0.10736666666666667,0.0,0.0286,0.0175,0.00294,0.146,0.273
0CmoisdB4maBgLV5MajnL4,0.542,0.739,0.5833333333333334,0.08095000000000001,1.0,0.0395,0.00445,0.0,0.306,0.338
4aPzU7jCuoBibw6zGuzRdq,0.613,0.719,0.75,0.12186666666666666,0.0,0.0376,0.119,0.0,0.112,0.613
6ojH8y0rDpVoV1sA3IRB7I,0.691,0.435,0.3333333333333333,0.1275,0.0,0.0761,0.393,0.0,0.129,0.273
5Kjz86OFAoN6D4kF1BTSEc,0.713,0.47,0.75,0.14496666666666666,1.0,0.0864,0.606,1.35e-05,0.306,0.0825
5GWAraPLRsJ5EFMzqo0C3g,0.624,0.656,0.16666666666666666,0.08601666666666666,1.0,0.0388,0.00882,0.0,0.122,0.253
4I2OzZX4LjwlTOVGACuyFr,0.596,0.785,0.8333333333333334,0.11493333333333333,1.0,0.0455,0.0192,0.0,0.125,0.411
2Hb0xOroIPtuunNoCwKtmt,0.7,0.748,0.08333333333333333,0.12940000000000002,1.0,0.0508,0.0483,1.21e-06,0.111,0.16
7iHHxY2NLlJRAmlAmC4ahQ,0.748,0.648,0.8333333333333334,0.10741666666666667,0.0,0.0816,0.484,0.0,0.126,0.726
7uHRKSQ9WIlBBuBY7BHcbq,0.613,0.339,0.4166666666666667,0.24846666666666667,0.0,0.135,0.678,0.0,0.166,0.292
2Yr2BzqNDpIh0YQcnFqM09,0.678,0.672,0.0,0.0948,1.0,0.0302,0.00959,0.0,0.0868,0.625
4zsYVlQE4mCI6eyKRYJ0db,0.731,0.736,0.0,0.08298333333333334,1.0,0.0463,0.615,0.0,0.1,0.602
2NSWi83peog6gHerzlMCqU,0.638,0.539,0.8333333333333334,0.09755,1.0,0.0504,0.22,0.0,0.241,0.247
4F8X7mErB9YgoRSzcWY1cB,0.51,0.565,0.0,0.10563333333333333,1.0,0.092,0.242,2.05e-05,0.111,0.312
4TnjEaWOeW0eKTKIEvJyCa,0.785,0.431,0.8333333333333334,0.14593333333333333,0.0,0.0364,0.123,0.0,0.0887,0.236
3Z9vR8JrHFyyjB0JoHzx6p,0.679,0.853,0.0,0.08814999999999999,0.0,0.0659,0.195,0.0,0.132,0.767
2L2mNkEWo818IE4fKbnP0O,0.788,0.537,0.75,0.08276666666666667,0.0,0.107,0.844,0.0,0.117,0.434
3q8ms2oRMFsyxUYYKDiXIP,0.819,0.462,0.0,0.16063333333333332,0.0,0.485,0.814,1.62e-05,0.318,0.5
378yquDsw6F67Dgq9tnQ0X,0.645,0.844,0.08333333333333333,0.09638333333333333,1.0,0.086,0.0168,0.0,0.0957,0.756
4mHgYpuGHu99Mw69E83CP2,0.767,0.538,0.0,0.10073333333333333,0.0,0.052,0.68,0.0,0.192,0.343
4wahNV62aYCgZznvvEr2L1,0.589,0.551,0.5833333333333334,0.14703333333333332,0.0,0.0517,0.0824,0.000565,0.122,0.13
6JzZwGyrjWIAZrVoAjSMw2,0.752,0.409,0.8333333333333334,0.09451666666666667,0.0,0.0297,0.37,0.0,0.136,0.243
35b2aICqZwjqrS7eKAzrjE,0.756,0.738,0.6666666666666666,0.09228333333333333,0.0,0.035,0.0138,0.0,0.137,0.467
2A9kA2hTBbvd11zC4EJUNy,0.57,0.718,0.4166666666666667,0.08614999999999999,0.0,0.0385,0.0129,0.0,0.12,0.676
694vvR5o19xHPhhJ5QdLN7,0.643,0.573,0.3333333333333333,0.11723333333333333,1.0,0.0709,0.41,0.00017,0.0695,0.47
3TBKXtDKPVlL9dN6Am297J,0.758,0.625,0.16666666666666666,0.11003333333333334,1.0,0.0406,0.308,1.91e-05,0.135,0.452
6baV0bSCJuC1lQcIsi25NN,0.612,0.66,0.5833333333333334,0.09731666666666668,0.0,0.0428,0.0811,2.92e-06,0.107,0.458
4vTAKiVdz7iSVJcKPjvAk4,0.45,0.473,0.9166666666666666,0.14995,0.0,0.0476,0.354,0.00295,0.0843,0.17
1YEwBpbhJ8KCNaQTGAL6mM,0.602,0.547,0.6666666666666666,0.12156666666666666,1.0,0.0535,0.0312,1.15e-06,0.109,0.201
1uxDHAH3cPPg5tmzcoDAIH,0.781,0.474,0.0,0.12393333333333333,1.0,0.24,0.119,0.0,0.0685,0.584
1GIXWKvRyo6pCM7Hxmk4WO,0.527,0.765,0.8333333333333334,0.06806666666666666,1.0,0.0512,0.233,0.0,0.12,0.387
18lLws8BLoDdmN9wsBB1Ww,0.873,0.509,0.3333333333333333,0.13166666666666668,1.0,0.0923,0.115,0.0,0.0873,0.543
3EuboVouVRc9CqSZIAFA2a,0.684,0.596,0.4166666666666667,0.10696666666666667,1.0,0.12,0.0586,1.05e-06,0.122,0.444
0oH0OIeKJSAT5bdFkbz20A,0.802,0.737,0.5,0.08103333333333333,0.0,0.0757,0.275,0.0,0.113,0.712
3hIjvZ64lMlOQ4iOKUZ1nv,0.796,0.527,0.75,0.14155,1.0,0.0431,0.318,0.0,0.0927,0.374
08qoOpiAcRX5GsdnsrjUUQ,0.644,0.621,0.08333333333333333,0.12951666666666667,1.0,0.037,0.75,1.26e-06,0.102,0.269
2DaU44ilSPYqUI5T998EBI,0.702,0.604,0.9166666666666666,0.13031666666666666,0.0,0.0276,0.278,3.3e-06,0.138,0.404
4c9opTcbXuZ8DAbdVF8Kya,0.386,0.759,0.8333333333333334,0.11074999999999999,1.0,0.059,0.00106,2.48e-06,0.419,0.657
0edK7iJKqsWgVCpLGIQ8mF,0.644,0.727,0.3333333333333333,0.09796666666666667,0.0,0.0445,0.00965,0.0,0.159,0.0964
2MvxhedNhxhj32eVQJnmII,0.916,0.445,0.5833333333333334,0.11905,1.0,0.571,0.0179,1.84e-06,0.381,0.0519
72D79mMBu1fs0DbnUU7Ecq,0.673,0.477,0.8333333333333334,0.13763333333333333,1.0,0.0705,0.538,0.339,0.135,0.509
0n9OEnwslUYp35GIPC4gV3,0.628,0.613,0.3333333333333333,0.12014999999999999,0.0,0.0705,0.0271,0.0,0.291,0.218
32ypPhtgTaETvFn3ZIHXTW,0.726,0.414,0.75,0.20493333333333333,0.0,0.269,0.406,0.0,0.0713,0.47
00okrW9OfjmG0PZJSY3fJd,0.667,0.636,0.6666666666666666,0.09448333333333332,1.0,0.082,0.022,0.0,0.0908,0.152
1dRA0qovocsVf2UbZEwm1L,0.637,0.779,0.0,0.12116666666666666,0.0,0.162,0.044,0.0,0.106,0.22
2J3z8ARclylMrFZ0VS9HPL,0.636,0.699,0.0,0.12931666666666666,1.0,0.0398,0.00337,0.0,0.503,0.12
6B2RbPOuwAKtxNAnIKY63A,0.735,0.794,0.0,0.05723333333333334,1.0,0.193,0.156,0.0,0.11,0.46
5QZKcQDp0tCcvMdyqEciBV,0.457,0.621,0.8333333333333334,0.09871666666666666,1.0,0.138,0.218,0.0,0.0944,0.634
6Eebx1HXVJGjfMsTLAlqL1,0.707,0.579,0.75,0.16138333333333332,1.0,0.0781,0.0147,0.00135,0.111,0.133
2JGKyLjFMpvcUixxxnM10d,0.466,0.489,0.5833333333333334,0.15156666666666666,1.0,0.0672,0.0149,0.000119,0.106,0.142
