id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
4Aykm3xrOFSHrAnv80KUhh,0.747,0.689,0.9166666666666666,0.12076666666666667,1.0,0.242,0.197,0.0,0.0884,0.75
68wXv4DokvcOVNvuJ7FbWp,0.744,0.777,0.0,0.09295,1.0,0.353,0.461,0.0,0.767,0.813
7EjJZZ62B42pTF7KgT0hg1,0.626,0.655,0.16666666666666666,0.1579833333333333,0.0,0.308,0.263,0.0,0.122,0.463
7CmNyEQUpNSX6RMM5Fw3os,0.689,0.393,0.0,0.15298333333333333,0.0,0.0876,0.209,0.0,0.122,0.513
7xEVy3xCkmRSbYavgefnsI,0.746,0.658,0.3333333333333333,0.11705,0.0,0.0408,0.0559,0.00206,0.108,0.191
0EgkGFmAdFLkZVtbyGlQRe,0.83,0.467,0.5,0.12006666666666667,0.0,0.0872,0.0512,0.0,0.0648,0.529
1DYEqYq64l6ofmiVnfHUoy,0.921,0.462,0.6666666666666666,0.10475,1.0,0.264,0.204,0.0,0.102,0.279
1yHdZ9S6rBlNPH3LDNMy2P,0.636,0.448,0.08333333333333333,0.14948333333333333,1.0,0.0359,0.335,0.0,0.17,0.186
5RKLiTNzS2mb9Kpc5OvZi8,0.505,0.724,0.08333333333333333,0.11528333333333333,1.0,0.176,0.0932,0.0,0.508,0.527
5AzuFMUO9TRuvkfbHgkbeV,0.732,0.689,0.16666666666666666,0.10915000000000001,1.0,0.0438,0.0374,0.0,0.108,0.19
3XwFYU3YzvdXJ6s9uuJawV,0.506,0.416,0.08333333333333333,0.13561666666666666,1.0,0.165,0.773,0.00184,0.108,0.415
3qzSfoByowr6tDfd08b0T0,0.791,0.795,0.08333333333333333,0.07986666666666667,0.0,0.146,0.319,0.186,0.0864,0.776
65QRS8iMQ1TsQ93fPZIZ4i,0.586,0.547,0.3333333333333333,0.12305,0.0,0.095,0.502,0.0,0.0963,0.35
5tLPWQUcUHvR8kRr8k33cl,0.641,0.814,0.5833333333333334,0.06643333333333333,1.0,0.042,0.00867,0.0,0.0841,0.263
07KXEDMj78x68D884wgVEm,0.831,0.499,0.9166666666666666,0.1407,0.0,0.114,0.269,0.0,0.3,0.511
2t7D3y0jvYjR8IP9Bosyew,0.544,0.744,0.5,0.08345,1.0,0.0889,0.185,0.0,0.336,0.572
6ZBqCuo8fUGSZJGYR9LNwL,0.874,0.635,0.6666666666666666,0.11171666666666667,1.0,0.164,0.0326,0.0,0.0676,0.369
2vhwfg6YqfWJNNsx7m9oWX,0.917,0.84,0.75,0.07213333333333334,0.0,0.203,0.107,0.0,0.0803,0.842
6xRNqXP3baPR9buXr8vreM,0.569,0.657,0.0,0.11065,1.0,0.0425,0.108,0.0,0.108,0.111
6GlNseuKrVgGyieWH5jUIn,0.85,0.546,0.5,0.09615,1.0,0.138,0.24,0.000581,0.152,0.715
7fsNNSLGG8Wi0nFbufCU6L,0.789,0.419,0.08333333333333333,0.16456666666666667,0.0,0.157,0.249,0.0257,0.123,0.542
2AUdkFhVlngknqGHu30VJQ,0.848,0.809,0.5833333333333334,0.06596666666666667,0.0,0.21,0.0586,0.0,0.128,0.756
2FcxERmTy16Z6SIX31cBVc,0.796,0.792,0.5833333333333334,0.09359999999999999,1.0,0.184,0.246,0.0,0.101,0.56
599VJEzv4zz9vGKVEz3C7e,0.864,0.699,0.4166666666666667,0.06838333333333332,0.0,0.0994,0.239,0.0,0.233,0.818
4wVOKKEHUJxHCFFNUWDn0B,0.735,0.449,0.8333333333333334,0.12511666666666665,1.0,0.347,0.629,0.0,0.113,0.0397
5NOPEg0MIfNu3HvJMRrf7A,0.578,0.586,0.75,0.12626666666666667,0.0,0.172,0.0291,4.36e-05,0.135,0.364
5Pj5LI8U5UfaGEEBsyr18N,0.916,0.682,0.9166666666666666,0.06608333333333333,0.0,0.334,0.0629,1.74e-06,0.0801,0.67
5BG9s0tpkw5ZPDsfhVzwRz,0.868,0.496,0.08333333333333333,0.11474999999999999,1.0,0.217,0.18,0.0,0.143,0.212
4SIB2yxKoFOrbkjA4zfQbB,0.597,0.477,0.08333333333333333,0.16063333333333332,0.0,0.642,0.137,0.0,0.113,0.512
4Dg81Gxw4a1sBI6J6rtCEL,0.779,0.458,0.25,0.1525,0.0,0.579,0.0908,0.0,0.0852,0.559
6TFGUXmdBVux66s5BgEvd0,0.59,0.772,0.08333333333333333,0.05998333333333334,1.0,0.172,0.264,0.0,0.34,0.748
3AMxuq6id3YGB57eWeheZQ,0.959,0.508,0.16666666666666666,0.13095,1.0,0.257,0.144,9.82e-05,0.136,0.346
2vueU63UztXMWwW2AEyQbT,0.774,0.639,0.9166666666666666,0.09358333333333334,0.0,0.0901,0.158,0.0,0.479,0.723
4Ami4MTReWxztxGW1ZmOk8,0.551,0.674,0.5833333333333334,0.08583333333333334,1.0,0.425,0.0446,0.0,0.0922,0.55
5gC5GY6XzSzrzSByUpOBUc,0.84,0.304,0.0,0.10866666666666666,1.0,0.101,0.0732,1.76e-05,0.115,0.656
4CNcRgjGw1v9VQaTaytdnD,0.609,0.757,0.16666666666666666,0.09341666666666668,1.0,0.119,0.299,0.0,0.63,0.379
7DHNcoR73yUYCSn6PqBgkH,0.709,0.562,0.9166666666666666,0.1721,1.0,0.116,0.048,0.0,0.207,0.265
2b1yiFEFZYuvlBnClvNJHP,0.945,0.65,0.08333333333333333,0.11785,1.0,0.154,0.000515,0.0,0.135,0.804
3Zj3gTvgibcgZ4CTfwRiO5,0.802,0.371,0.8333333333333334,0.19126666666666667,0.0,0.293,0.287,0.000221,0.568,0.826
2dzja72gQodveSpguIQGJl,0.815,0.567,0.8333333333333334,0.07755,0.0,0.135,0.156,0.0,0.0884,0.732
2p72O2JobPc9sVz520Hil5,0.542,0.434,0.75,0.18616666666666667,1.0,0.0645,0.176,0.0,0.178,0.0702
1jks1D75H6xFiRpBcxn06K,0.63,0.764,0.6666666666666666,0.07836666666666667,0.0,0.359,0.0102,0.0,0.0905,0.518
2P88a8aJtNJtlZBJhCCzOB,0.717,0.614,0.08333333333333333,0.13291666666666666,0.0,0.299,0.166,0.0,0.0473,0.807
1tXCF7TwDnuHRgwQ63FeM5,0.924,0.766,0.8333333333333334,0.0682,0.0,0.256,0.051,0.0,0.0981,0.455
6ndshPoBcMTgZO43UC1GpI,0.72,0.651,0.8333333333333334,0.12283333333333334,1.0,0.185,0.031,0.0,0.354,0.382
34TAFsrcHSBvLxhXZMBRSF,0.898,0.468,0.3333333333333333,0.12551666666666667,0.0,0.067,0.049,0.0,0.107,0.171
4h0QQdrUaJjxSOrOjZQbz0,0.614,0.707,0.9166666666666666,0.1016,0.0,0.338,0.0595,4.32e-06,0.215,0.469
1FKFLWFa7fVoftc7UmYhDC,0.569,0.519,0.5,0.09066666666666667,0.0,0.0464,0.00756,0.0,0.0809,0.0769
3gbJ3iNa2CEPcuRb3ukfNa,0.748,0.59,0.16666666666666666,0.147,1.0,0.179,0.0721,5.02e-06,0.0911,0.215
4JB0EAT4BkLShTyTt50FmO,0.813,0.615,0.8333333333333334,0.09373333333333332,0.0,0.132,0.061,0.0,0.654,0.321
1Tfxi7N3DW4zvAuVjt9g8X,0.753,0.502,0.08333333333333333,0.11464999999999999,1.0,0.264,0.0439,1.54e-06,0.128,0.349
6VbIMwO4NDU87wtO1I7AVj,0.732,0.611,0.5833333333333334,0.14086666666666667,1.0,0.457,0.015,0.0,0.541,0.335
1IVAbwWlR6l0OtFjn00Zpp,0.703,0.736,0.75,0.06298333333333334,0.0,0.107,0.129,0.0,0.313,0.629
6WI33r2QRxyxttn3KH0XkC,0.766,0.579,0.75,0.14043333333333333,0.0,0.287,0.107,0.000642,0.143,0.217
7rTzrRdc5UbvLr0gwI1J3E,0.732,0.654,0.5833333333333334,0.10226666666666667,0.0,0.045,0.102,0.0,0.215,0.369
3fKdTr6Uv8HTb92Ih3QWxa,0.732,0.511,0.5,0.11298333333333334,1.0,0.0541,0.276,0.0,0.0916,0.62
67lKDoCZbRCJDa4RT68eme,0.727,0.496,0.4166666666666667,0.17309999999999998,0.0,0.178,0.0893,0.00011,0.0987,0.504
1lGHa2pwYzxQHFBUynhLtO,0.836,0.624,0.3333333333333333,0.1125,0.0,0.184,0.187,0.0,0.138,0.7
3tvMa5NqaI4DIHTUcHQZW4,0.704,0.688,0.4166666666666667,0.08236666666666667,1.0,0.0611,0.437,0.0,0.121,0.632
127QTOFJsJQp5LbJbu3A1y,0.834,0.454,0.08333333333333333,0.1625,0.0,0.201,0.321,6.15e-06,0.114,0.837
1sZVdBEb8byGMbotpY30fm,0.727,0.645,0.08333333333333333,0.11421666666666666,1.0,0.0658,0.0969,0.0,0.114,0.343
5yY9lUy8nbvjM1Uyo1Uqoc,0.676,0.609,0.16666666666666666,0.09718333333333334,0.0,0.481,0.0706,0.0,0.152,0.508
0te0mYcVMqRLc4vuDjZ0Yg,0.633,0.471,0.08333333333333333,0.15473333333333333,1.0,0.282,0.028,4.42e-06,0.166,0.375
0WLhJ2NBuZHuoHY8pLVHJ0,0.84,0.692,0.6666666666666666,0.08998333333333333,1.0,0.0356,0.00181,0.0,0.344,0.145
2o1dvKh58G11C51Y9EgBs3,0.808,0.377,0.6666666666666666,0.1683,0.0,0.0961,0.569,1.75e-05,0.097,0.308
1BEre9NGa02ItxQaGaD1SB,0.387,0.484,0.0,0.12805,0.0,0.053,0.681,0.0,0.237,0.443
5v4GgrXPMghOnBBLmveLac,0.822,0.743,0.8333333333333334,0.07953333333333333,0.0,0.28,0.016,0.0,0.127,0.636
7zXe2AtHrAAUYSZ86SOx10,0.633,0.696,0.4166666666666667,0.09726666666666667,1.0,0.289,0.593,0.0,0.131,0.717
0tTyz8vwAmZfzmGNo9JMK7,0.628,0.443,0.6666666666666666,0.14838333333333334,1.0,0.5,0.645,0.0,0.118,0.853
3IBBKFgdOU8VY3ijqJaY2E,0.915,0.306,0.08333333333333333,0.29638333333333333,1.0,0.393,0.0225,4.52e-05,0.0784,0.609
6WGTfHSQtUcEx5vgpxTLCs,0.877,0.529,0.0,0.10391666666666667,0.0,0.0461,0.479,0.00159,0.094,0.422
2CRHhpa7R4ADEHseme3BfJ,0.781,0.524,0.5,0.12516666666666668,1.0,0.0562,0.683,0.0002,0.12,0.586
5rFGVn8fCFjnRwCebW0XbS,0.833,0.589,0.75,0.10640000000000001,0.0,0.231,0.121,0.0,0.299,0.536
1Ml32gIRsMAQuUTEt8hwpZ,0.66,0.664,0.0,0.07365,1.0,0.0491,0.239,0.0,0.256,0.432
1KxbulzaXSOjDyy53TE1cX,0.814,0.57,0.3333333333333333,0.11903333333333334,0.0,0.0412,0.476,0.000292,0.134,0.544
3oMICOZz49EM5LT4Z330uo,0.705,0.697,0.9166666666666666,0.10391666666666667,0.0,0.0937,0.0545,1.08e-06,0.252,0.751
3H6jIGAjC93RTm9MihQe3w,0.856,0.719,0.16666666666666666,0.08398333333333333,1.0,0.264,0.155,0.0,0.3,0.498
0JjM9bKm4wrwohMslcm892,0.803,0.759,0.5833333333333334,0.0782,0.0,0.0494,0.00509,0.0,0.0921,0.284
2ShvTyfnjRWVjNB6vmu5Bb,0.757,0.673,0.5833333333333334,0.11703333333333334,1.0,0.12,0.0499,0.0,0.241,0.449
52BJrldggFQyTiW8XrILhO,0.919,0.609,0.75,0.08431666666666666,1.0,0.262,0.0096,0.0,0.124,0.418
2W7FRj6wq1uNmIUwELuQ7e,0.833,0.656,0.08333333333333333,0.0738,0.0,0.168,0.306,0.000616,0.406,0.89
2zUbimuKNWDMCwbqNauLWV,0.834,0.531,0.08333333333333333,0.09513333333333333,1.0,0.36,0.0662,0.0,0.136,0.415
22IWDKdWDgx2cAx5RuDgty,0.884,0.592,0.8333333333333334,0.10099999999999999,0.0,0.3,0.000938,0.00011,0.0812,0.664
6xkbKc532RwCOQzcYlu7y4,0.859,0.714,0.4166666666666667,0.07503333333333333,1.0,0.267,0.186,0.0,0.0826,0.92
2le8xbpMJ1aA0SpJZRMbRw,0.878,0.793,0.08333333333333333,0.07906666666666666,1.0,0.188,0.0539,0.0,0.0934,0.656
6NWdgyVsjp2bJ11PToXCr1,0.918,0.434,0.75,0.15901666666666667,1.0,0.173,0.569,3.14e-06,0.123,0.75
68UU9oaQtMDnh6PRlW842H,0.893,0.579,0.75,0.14991666666666664,1.0,0.113,0.0641,0.000121,0.215,0.611
4EivmOT13NMpNSfTKn9p4s,0.879,0.499,0.3333333333333333,0.10045,0.0,0.18,0.24,0.0,0.0967,0.405
1h49nxOoviRjy9Dyz53Gr7,0.654,0.521,0.0,0.11641666666666667,1.0,0.0717,0.213,0.0,0.0684,0.223
1bRjwdtScY2eMe9uMmsOkG,0.701,0.668,0.4166666666666667,0.12145,0.0,0.0516,0.0916,2.09e-06,0.111,0.553
75dLEqanQTupF3dtP9exT5,0.911,0.637,0.6666666666666666,0.13968333333333333,1.0,0.447,0.0409,3.68e-05,0.238,0.66
7Hhtz9zeiTz03DSIcXjV4V,0.717,0.66,0.5,0.09811666666666666,0.0,0.467,0.0259,0.0,0.388,0.596
2wGXzIAux8In47rYvvy1YS,0.944,0.563,0.16666666666666666,0.08738333333333334,1.0,0.195,0.182,0.0,0.109,0.564
0hehhDdzcAhBZnGmo9dpYd,0.788,0.455,0.08333333333333333,0.12573333333333334,1.0,0.0667,0.0953,0.000134,0.102,0.12
3NILSt8vgJrRqwWkwB8das,0.791,0.81,0.08333333333333333,0.08995,1.0,0.352,0.0577,0.0,0.116,0.867
1E3VQQWFQAPJkXfYHjqWoI,0.863,0.633,0.8333333333333334,0.08336666666666666,0.0,0.287,0.0118,0.0,0.285,0.545
10gO1lQggmecSUP1925juj,0.944,0.706,0.08333333333333333,0.07558333333333334,1.0,0.087,0.0177,9.38e-05,0.108,0.615
7zoZd2MuTaQEdF1rlq6Vv1,0.782,0.844,0.8333333333333334,0.06903333333333334,0.0,0.23,0.107,1.12e-06,0.295,0.76
2mnvGcB14kxRmlLusHI2wS,0.901,0.868,0.3333333333333333,0.07331666666666667,0.0,0.164,0.00347,0.0262,0.0828,0.304
4tISZPO2HdivqdTyuq5kDT,0.834,0.581,0.8333333333333334,0.13506666666666664,0.0,0.331,0.00991,2.74e-06,0.0697,0.502
4DybX9mYVZdDXE5RTSCd5w,0.87,0.754,0.08333333333333333,0.07756666666666666,1.0,0.288,0.0663,0.0,0.11,0.689
12EabY0nXnXCzMoh5uUR5X,0.831,0.641,0.5833333333333334,0.11385,1.0,0.0994,0.0562,0.0,0.142,0.609
4UsOTwKWEMLdLKXBU1GqE6,0.78,0.56,0.8333333333333334,0.13211666666666666,0.0,0.0606,0.135,0.0,0.0892,0.382
11VApNQCWLJdzxWrlmwzUa,0.856,0.641,0.9166666666666666,0.07733333333333332,0.0,0.204,0.119,4.97e-06,0.427,0.745
2qzUpSVI4NnPyWxbXwumTj,0.824,0.555,0.08333333333333333,0.09695000000000001,1.0,0.05,0.00337,6.42e-06,0.217,0.0611
0x8xbM5MEduFnFKlRqEmX0,0.836,0.782,0.08333333333333333,0.10491666666666667,1.0,0.408,0.0182,0.0,0.1,0.556
4iZjL91wZm5eXR3L0CWaac,0.878,0.605,0.6666666666666666,0.08315,1.0,0.305,0.00298,0.0,0.143,0.526
6Fr7f5U4n2Ip5QKNy6IJOf,0.751,0.604,0.08333333333333333,0.07978333333333333,1.0,0.194,0.00134,0.0,0.127,0.262
0t2q2c43AATY4z1GI883Be,0.401,0.485,0.5,0.17978333333333335,0.0,0.216,0.831,0.000292,0.0907,0.54
5zYmGeAGeqM4pA4jb64NHI,0.692,0.464,0.75,0.11673333333333333,0.0,0.0422,0.526,0.0,0.106,0.484
0FqeDovtUyWos9nRKTMtD5,0.727,0.573,0.6666666666666666,0.10125,0.0,0.0423,0.0163,5.09e-05,0.709,0.513
3Q0U0QJEGjA2rZPoGVVaWY,0.496,0.776,0.5833333333333334,0.0848,0.0,0.221,0.237,0.0,0.126,0.405
20I5tUtRqw1rBCawim6wo2,0.92,0.61,0.75,0.11025,1.0,0.291,0.00558,0.0,0.0938,0.424
3xl4y9Zh61iLWPNEsCHBVi,0.67,0.47,0.16666666666666666,0.15743333333333334,1.0,0.404,0.0164,0.0,0.112,0.074
2yqrNYuaKOPx6KlydLUD47,0.964,0.687,0.75,0.1306,1.0,0.247,0.0236,0.0,0.108,0.454
3J1iiqa2xcnq0UtB8YxyKu,0.753,0.793,0.75,0.07965,1.0,0.136,0.124,0.0,0.101,0.655
2aSM4sbNN7cSmpYOG0sf46,0.632,0.495,0.5833333333333334,0.1389166666666667,1.0,0.143,0.333,0.0,0.0941,0.233
2ZSQWhxpNwAbHG3n3V5Ol1,0.904,0.729,0.08333333333333333,0.12131666666666667,0.0,0.0792,0.0619,0.000978,0.0676,0.619
3Jgx0if96yXJ3lXOrPYQr2,0.743,0.662,0.08333333333333333,0.17355,1.0,0.364,0.0734,0.0,0.656,0.591
35QGdv6aFbIaLM0Ozr3rHt,0.72,0.863,0.16666666666666666,0.07043333333333333,1.0,0.0562,0.0174,0.0,0.178,0.363
0CAJdthKDdRjB2h8YOguN6,0.551,0.81,0.9166666666666666,0.07275000000000001,1.0,0.0344,0.0155,0.0,0.169,0.332
6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,0.5,0.14393333333333333,0.0,0.278,0.0387,0.00202,0.194,0.773
4cNhx6OO1XpvwT6xZnb83B,0.623,0.896,0.0,0.07865000000000001,1.0,0.247,0.035,0.0,0.0941,0.613
59rtiYOPgMEDf3yPEfU2la,0.86,0.861,0.5,0.11885,0.0,0.307,0.0361,4.07e-05,0.113,0.79
0Ss50OU9tCozI7JIywkv14,0.682,0.483,0.8333333333333334,0.12863333333333332,1.0,0.0451,0.00103,0.0,0.159,0.108
0I3q5fE6wg7LIfHGngUTnV,0.843,0.805,0.3333333333333333,0.0991,0.0,0.269,0.142,0.0,0.0771,0.615
5qPkEnq2wSbnLJTK31mZy4,0.833,0.918,0.8333333333333334,0.05088333333333333,1.0,0.176,0.177,0.0,0.0535,0.646
3VXDc9f8J96uBnAAeFrrmw,0.9,0.515,0.08333333333333333,0.11043333333333334,1.0,0.372,0.00341,0.0,0.111,0.659
6SmPPtaMnfxgz5duA6t9Cu,0.697,0.86,0.9166666666666666,0.08635,1.0,0.43,0.0368,0.0,0.0721,0.433
0DW5anNzTO7h0OlKqFsVQ6,0.844,0.846,0.5833333333333334,0.08611666666666666,1.0,0.176,0.00487,0.0,0.0784,0.91
5MYFw4T2gy52pOGBN4EYHS,0.789,0.881,0.9166666666666666,0.09596666666666667,1.0,0.0331,0.108,0.0,0.355,0.647
563vSy3HB5NHxel1VGQCW6,0.675,0.607,0.9166666666666666,0.05896666666666666,1.0,0.162,0.0302,8.97e-06,0.339,0.56
6o2g1BJvtYQssH84kBYs7y,0.874,0.714,0.5833333333333334,0.11106666666666666,1.0,0.129,0.0155,0.0,0.0968,0.541
04NMCxLqlXuyONlkdH4rY2,0.859,0.687,0.75,0.03481666666666667,0.0,0.12,0.0375,0.0,0.0542,0.73
5ItzU5pBrFmRUudfr5RkJP,0.731,0.927,0.9166666666666666,0.09438333333333333,0.0,0.0408,0.015,0.0,0.103,0.669
66TRwr5uJwPt15mfFkzhbi,0.736,0.74,0.0,0.036333333333333336,1.0,0.0786,0.515,0.0,0.0468,0.803
7cVmKBwzPsh4Fmb6SplfEm,0.886,0.62,0.4166666666666667,0.09756666666666666,1.0,0.307,0.082,0.0,0.1,0.6
5q186AzhWeOEoFnApajHgR,0.868,0.964,0.16666666666666666,0.062000000000000006,1.0,0.111,0.0467,1.51e-05,0.0708,0.868
4ns1XFP3W5JPyzvnAjMdHD,0.675,0.68,0.3333333333333333,0.08349999999999999,0.0,0.256,0.0655,0.0,0.354,0.845
5W7xC99N2Zzfh69r7I7zWK,0.57,0.58,0.08333333333333333,0.09244999999999999,1.0,0.21,0.0124,0.0,0.0498,0.404
4s0o8TJHfX9LLHa0umnOzT,0.814,0.387,0.0,0.16445,1.0,0.0945,0.0248,0.0,0.131,0.792
4MeDnO5yA2Zi6IMlVApRci,0.756,0.691,0.16666666666666666,0.06196666666666666,1.0,0.178,0.0744,0.0,0.364,0.632
6Y9kdB2O0h9gq9y2vclsWT,0.582,0.621,0.9166666666666666,0.10305,0.0,0.283,0.00317,0.0,0.111,0.331
05Sgj1Hx03ZXc57gsV1kfX,0.888,0.577,0.08333333333333333,0.12836666666666666,0.0,0.0612,0.0986,0.0,0.131,0.609
5Y78yINSOCW6xbOfGWNBg4,0.933,0.513,0.5833333333333334,0.22005,1.0,0.347,0.00112,0.00248,0.107,0.595
5EoobjvWYSRwoPnhRojf5c,0.753,0.728,0.0,0.09065,1.0,0.228,0.00773,0.0,0.0653,0.751
1QpMNpzkMxchOeYOn9RbNJ,0.794,0.745,0.0,0.10591666666666667,0.0,0.351,0.113,0.0,0.254,0.741
5wvxRlpUTSX9CE52yFZsIY,0.849,0.476,0.0,0.17465,1.0,0.445,0.0966,0.0,0.105,0.48
19VTqucnxJuH6kilNdweTh,0.751,0.786,0.25,0.12401666666666666,0.0,0.383,0.0126,0.0,0.107,0.679
6rUcS9i07F6okIe8wujs5J,0.741,0.658,0.5833333333333334,0.1293,1.0,0.0853,0.643,3.43e-06,0.307,0.746
6TQANhh0iV17xMeExcH6qj,0.428,0.714,0.6666666666666666,0.0929,1.0,0.399,0.0895,0.0,0.766,0.678
4kmIO0yPq92dXtKCL28RfC,0.586,0.927,0.9166666666666666,0.06795,0.0,0.194,0.00924,1.85e-06,0.344,0.528
2ohf5urBpT8bieYr8kq3kt,0.484,0.69,0.5,0.10565000000000001,1.0,0.316,0.00757,0.0,0.181,0.657
7foHBs2UUa9YX4UWQlOfiC,0.898,0.56,0.0,0.14818333333333333,1.0,0.117,0.00238,0.0,0.108,0.465
6KoK723c5pmYKiHvH69JDr,0.801,0.68,0.08333333333333333,0.03936666666666667,1.0,0.0309,0.00364,0.0,0.0783,0.204
6j2aNuhJJUnRj6UHcvn5PI,0.933,0.562,0.9166666666666666,0.09938333333333334,1.0,0.122,0.0275,0.0,0.102,0.587
0Uc706myy6Th7I6KQ9xA1x,0.931,0.486,0.5,0.17596666666666666,1.0,0.139,0.0579,0.0,0.161,0.896
24PWKmemCvqfyVXODhoKHW,0.721,0.621,0.08333333333333333,0.07296666666666667,1.0,0.306,0.00469,0.0103,0.199,0.568
3kZoay4ANo86ehb6s4RwS9,0.787,0.799,0.6666666666666666,0.078,0.0,0.0993,0.189,0.0,0.3,0.835
1ynZEpoQPz0ylGFCUx7l9u,0.495,0.763,0.08333333333333333,0.0951,1.0,0.149,0.00754,0.0,0.27,0.272
1nnEDoSsNqbUMolxXmxopa,0.688,0.926,0.75,0.06046666666666667,1.0,0.219,0.0055,0.0,0.11,0.542
6D1CstH1YvzNN8cPd9ay9Q,0.836,0.906,0.08333333333333333,0.04836666666666667,1.0,0.279,0.000426,0.0,0.227,0.718
5TpaWJKnuyA4MjzAbFXSTQ,0.772,0.724,0.5,0.09665,0.0,0.307,0.0149,0.0,0.355,0.518
0r2Bul2NuCViraT2zX1l5j,0.521,0.625,0.08333333333333333,0.1245,1.0,0.067,0.0301,0.0,0.121,0.136
6M33HiUHLC3R3gfXYNGMAy,0.955,0.768,0.08333333333333333,0.09233333333333334,0.0,0.181,0.0134,0.0,0.308,0.741
57QFOU3f7O0gDLadxv5z8w,0.851,0.598,0.0,0.13926666666666668,1.0,0.439,0.000595,0.0,0.343,0.654
2OqYarizUUGzSSNHPrDEii,0.7,0.518,0.3333333333333333,0.11985,0.0,0.177,0.0471,0.0,0.1,0.542
6YTp4sUEi3oWNToQvOjke6,0.88,0.693,0.08333333333333333,0.08668333333333332,1.0,0.332,0.0599,0.0,0.248,0.767
6PBAPjshd2JfEiWpdf3C2a,0.794,0.777,0.08333333333333333,0.0616,0.0,0.0813,0.0982,0.0,0.202,0.706
5tkXLNiuX4Hd34OMd6x2oY,0.952,0.789,0.8333333333333334,0.09105,0.0,0.212,0.025,0.0,0.0775,0.655
0C0A452vAs6TAbsy1ZJZgb,0.7,0.469,0.08333333333333333,0.16793333333333335,1.0,0.495,0.374,0.0,0.105,0.376
3YM0cB0vPawa2G9r35k4Fg,0.623,0.765,0.3333333333333333,0.07056666666666667,1.0,0.351,0.149,0.0,0.106,0.45
1KqM6aeBefQbLFkHzwIwrq,0.808,0.748,0.4166666666666667,0.06936666666666666,0.0,0.12,0.00514,0.000199,0.311,0.256
5xAOiPReWwiepAJWmLQDYZ,0.739,0.46,0.08333333333333333,0.13841666666666666,0.0,0.211,0.428,0.00107,0.125,0.231
5yh54SEOyyEeif8EGZg03m,0.672,0.949,0.16666666666666666,0.06876666666666667,1.0,0.0635,0.000775,0.0478,0.101,0.537
2OluGQ4FdEhpOjJGveO3b2,0.881,0.298,0.08333333333333333,0.14376666666666665,1.0,0.0738,0.00796,0.00843,0.112,0.364
5aeaaeKp8fY60CVHAzNbwL,0.669,0.617,0.75,0.13351666666666664,1.0,0.252,0.0733,3.12e-06,0.159,0.613
3LG8owDGRfeyo6Wo49OlOY,0.82,0.556,0.08333333333333333,0.11683333333333333,1.0,0.0354,0.0758,0.000319,0.0758,0.222
1OmmCrliFMIWzNke437KHE,0.809,0.684,0.5,0.05963333333333333,0.0,0.273,0.282,1.44e-06,0.241,0.857
7pBRW5OrF0ZppCY8SP7mnQ,0.819,0.458,0.4166666666666667,0.14291666666666666,0.0,0.294,0.338,0.00323,0.146,0.358
3cvy5GqiSoyTtPuJhByJF9,0.774,0.75,0.0,0.05536666666666667,1.0,0.0307,0.0279,0.0,0.271,0.634
3oYTtuAynmfleevn9LJOgr,0.931,0.801,0.08333333333333333,0.08193333333333334,1.0,0.291,0.026,0.0,0.248,0.841
67GH0HfIhxkI26eC9e3Iok,0.793,0.559,0.5833333333333334,0.12484999999999999,0.0,0.383,0.0782,0.0,0.0747,0.448
4HaYjKlMJEaBMfdFVXBCuG,0.843,0.476,0.6666666666666666,0.06965,1.0,0.375,0.0957,0.472,0.149,0.601
5jbDih9bLGmI8ycUKkN5XA,0.769,0.829,0.0,0.08713333333333333,1.0,0.0661,0.00948,6.65e-05,0.301,0.648
3WnWba3xL7HvjQmUCpgLJF,0.809,0.772,0.3333333333333333,0.05855,0.0,0.0709,0.0304,0.000847,0.166,0.318
1usvj9GRbKj9VteTnpflQj,0.735,0.652,0.75,0.12675,1.0,0.208,0.0621,0.0,0.108,0.233
6jMqEeFt6pAu8BgocNsF6z,0.775,0.679,0.5,0.1343,0.0,0.124,0.216,0.0,0.142,0.664
3shN7koidanVTTjStHstRc,0.698,0.752,0.3333333333333333,0.08943333333333332,0.0,0.339,0.302,0.0,0.157,0.442
42y9a21rMsDFd1TfCZeWtR,0.912,0.615,0.5,0.12576666666666667,0.0,0.349,0.0363,0.0,0.103,0.569
4Msc36tgnheVH0G2etUETv,0.714,0.467,0.16666666666666666,0.13573333333333334,1.0,0.0635,0.14,0.0,0.102,0.162
54hBzPzVeOQ9ItD7i5dpQ2,0.765,0.68,0.8333333333333334,0.11620000000000001,1.0,0.471,0.127,0.0,0.0776,0.813
122HHADjdXGtvpHYnzP2ys,0.744,0.735,0.0,0.054283333333333336,1.0,0.112,0.256,0.0,0.169,0.54
5Xii2EVLQKSdNDc21k76jx,0.757,0.628,0.08333333333333333,0.17505,1.0,0.241,0.797,0.00185,0.142,0.847
0EGCIajWTckUIeIaZSq8x9,0.501,0.666,0.5,0.06863333333333334,0.0,0.233,0.0887,0.0,0.233,0.599
5BuJkAEkLBhT7BdEm21Rpz,0.906,0.716,0.9166666666666666,0.11266666666666666,1.0,0.123,0.145,0.0,0.157,0.354
7mEUjhl6aTztdHCrxoTgBG,0.67,0.847,0.8333333333333334,0.08083333333333333,1.0,0.409,0.184,0.0,0.304,0.381
