danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
0.879,0.499,0.3333333333333333,0.10045,0.0,0.18,0.24,0.0,0.0967,0.405
0.654,0.521,0.0,0.11641666666666667,1.0,0.0717,0.213,0.0,0.0684,0.223
0.701,0.668,0.4166666666666667,0.12145,0.0,0.0516,0.0916,2.09e-06,0.111,0.553
0.911,0.637,0.6666666666666666,0.13968333333333333,1.0,0.447,0.0409,3.68e-05,0.238,0.66
0.717,0.66,0.5,0.09811666666666666,0.0,0.467,0.0259,0.0,0.388,0.596
0.944,0.563,0.16666666666666666,0.08738333333333334,1.0,0.195,0.182,0.0,0.109,0.564
0.788,0.455,0.08333333333333333,0.12573333333333334,1.0,0.0667,0.0953,0.000134,0.102,0.12
0.791,0.81,0.08333333333333333,0.08995,1.0,0.352,0.0577,0.0,0.116,0.867
0.863,0.633,0.8333333333333334,0.08336666666666666,0.0,0.287,0.0118,0.0,0.285,0.545
0.944,0.706,0.08333333333333333,0.07558333333333334,1.0,0.087,0.0177,9.38e-05,0.108,0.615
0.782,0.844,0.8333333333333334,0.06903333333333334,0.0,0.23,0.107,1.12e-06,0.295,0.76
0.901,0.868,0.3333333333333333,0.07331666666666667,0.0,0.164,0.00347,0.0262,0.0828,0.304
0.834,0.581,0.8333333333333334,0.13506666666666664,0.0,0.331,0.00991,2.74e-06,0.0697,0.502
0.87,0.754,0.08333333333333333,0.07756666666666666,1.0,0.288,0.0663,0.0,0.11,0.689
0.831,0.641,0.5833333333333334,0.11385,1.0,0.0994,0.0562,0.0,0.142,0.609
0.78,0.56,0.8333333333333334,0.13211666666666666,0.0,0.0606,0.135,0.0,0.0892,0.382
0.856,0.641,0.9166666666666666,0.07733333333333332,0.0,0.204,0.119,4.97e-06,0.427,0.745
0.824,0.555,0.08333333333333333,0.09695000000000001,1.0,0.05,0.00337,6.42e-06,0.217,0.0611
0.836,0.782,0.08333333333333333,0.10491666666666667,1.0,0.408,0.0182,0.0,0.1,0.556
0.878,0.605,0.6666666666666666,0.08315,1.0,0.305,0.00298,0.0,0.143,0.526
0.751,0.604,0.08333333333333333,0.07978333333333333,1.0,0.194,0.00134,0.0,0.127,0.262
0.401,0.485,0.5,0.17978333333333335,0.0,0.216,0.831,0.000292,0.0907,0.54
0.692,0.464,0.75,0.11673333333333333,0.0,0.0422,0.526,0.0,0.106,0.484
0.727,0.573,0.6666666666666666,0.10125,0.0,0.0423,0.0163,5.09e-05,0.709,0.513
0.496,0.776,0.5833333333333334,0.0848,0.0,0.221,0.237,0.0,0.126,0.405
0.92,0.61,0.75,0.11025,1.0,0.291,0.00558,0.0,0.0938,0.424
0.67,0.47,0.16666666666666666,0.15743333333333334,1.0,0.404,0.0164,0.0,0.112,0.074
0.964,0.687,0.75,0.1306,1.0,0.247,0.0236,0.0,0.108,0.454
0.753,0.793,0.75,0.07965,1.0,0.136,0.124,0.0,0.101,0.655
0.632,0.495,0.5833333333333334,0.1389166666666667,1.0,0.143,0.333,0.0,0.0941,0.233
0.904,0.729,0.08333333333333333,0.12131666666666667,0.0,0.0792,0.0619,0.000978,0.0676,0.619
0.743,0.662,0.08333333333333333,0.17355,1.0,0.364,0.0734,0.0,0.656,0.591
0.702,0.828,0.16666666666666666,0.12681666666666666,1.0,0.0485,9.35e-05,0.784,0.407,0.45
0.846,0.916,0.5,0.13435,0.0,0.167,0.0566,0.667,0.249,0.365
0.815,0.854,0.9166666666666666,0.1444,0.0,0.206,0.018,0.00785,0.317,0.262
0.835,0.659,0.8333333333333334,0.21825,0.0,0.0617,0.00326,0.685,0.389,0.629
0.915,0.807,0.5,0.1606,0.0,0.13,0.011,0.000122,0.201,0.708
0.824,0.956,0.5833333333333334,0.12011666666666666,1.0,0.0709,0.00186,0.684,0.0961,0.343
0.804,0.782,0.5,0.10373333333333333,0.0,0.0606,0.00302,0.0872,0.662,0.346
0.822,0.702,0.08333333333333333,0.22511666666666666,1.0,0.0898,0.015,0.555,0.115,0.792
0.805,0.942,0.8333333333333334,0.14345,0.0,0.0767,0.189,0.254,0.103,0.697
0.878,0.951,0.5833333333333334,0.08461666666666666,1.0,0.069,0.0317,0.544,0.0614,0.607
0.908,0.398,0.8333333333333334,0.24181666666666668,0.0,0.21,2.58e-05,0.69,0.0917,0.715
0.826,0.909,0.08333333333333333,0.11298333333333334,0.0,0.0725,0.009,7.14e-05,0.112,0.836
0.795,0.775,0.08333333333333333,0.12486666666666667,1.0,0.162,0.0294,0.139,0.0367,0.833
0.769,0.825,0.3333333333333333,0.11464999999999999,1.0,0.0897,0.00213,0.584,0.2,0.573
0.862,0.639,0.8333333333333334,0.24896666666666667,0.0,0.0917,0.376,0.0702,0.162,0.469
0.912,0.836,0.16666666666666666,0.12691666666666668,1.0,0.231,0.076,3.22e-06,0.0285,0.724
0.956,0.72,0.9166666666666666,0.22460000000000002,0.0,0.137,0.000844,0.0,0.0597,0.961
0.947,0.626,0.08333333333333333,0.16843333333333332,1.0,0.205,0.0227,3.37e-06,0.0853,0.724
0.852,0.803,0.5,0.11548333333333334,0.0,0.264,0.00204,0.0,0.121,0.752
0.815,0.783,0.5833333333333334,0.13233333333333333,1.0,0.392,0.164,0.0,0.075,0.889
0.767,0.776,0.16666666666666666,0.14858333333333332,1.0,0.144,0.0143,0.0,0.326,0.608
0.926,0.851,0.3333333333333333,0.09058333333333332,0.0,0.0907,0.0962,0.00017,0.113,0.838
0.792,0.503,0.6666666666666666,0.13931666666666667,1.0,0.276,0.0198,0.0,0.347,0.663
0.918,0.417,0.08333333333333333,0.21256666666666665,1.0,0.148,0.103,0.0,0.316,0.76
0.834,0.878,0.6666666666666666,0.15806666666666666,1.0,0.15,0.0461,0.0,0.334,0.418
0.964,0.889,0.9166666666666666,0.08614999999999999,1.0,0.147,0.0591,0.0,0.166,0.552
0.941,0.696,0.5833333333333334,0.19790000000000002,1.0,0.175,0.000541,1e-05,0.0613,0.853
0.602,0.726,0.5833333333333334,0.14895,1.0,0.248,0.00306,0.0,0.0379,0.693
0.909,0.72,0.9166666666666666,0.12331666666666667,0.0,0.126,0.0523,2.2e-05,0.299,0.894
0.812,0.71,0.3333333333333333,0.14818333333333333,0.0,0.132,0.00268,0.0492,0.326,0.281
0.96,0.405,0.5,0.22391666666666668,0.0,0.329,0.00278,4.4e-06,0.104,0.646
0.863,0.676,0.9166666666666666,0.16581666666666667,0.0,0.175,0.2,0.000698,0.0929,0.538
0.862,0.424,0.5833333333333334,0.22861666666666666,1.0,0.308,0.00789,0.000261,0.166,0.564
0.895,0.522,0.5,0.21443333333333334,0.0,0.133,0.0054,0.347,0.122,0.269
0.606,0.868,0.5833333333333334,0.22488333333333335,1.0,0.177,0.224,0.00103,0.692,0.28
0.787,0.686,0.5833333333333334,0.23238333333333333,1.0,0.333,0.0117,0.0,0.697,0.658
0.882,0.814,0.6666666666666666,0.0869,0.0,0.424,0.089,0.0,0.16,0.854
0.823,0.745,0.4166666666666667,0.11061666666666665,0.0,0.247,0.00282,0.000332,0.323,0.58
0.822,0.447,0.0,0.16393333333333335,1.0,0.448,0.0173,0.0,0.0643,0.556
0.844,0.522,0.0,0.22128333333333333,1.0,0.0874,0.0846,3.24e-05,0.0729,0.771
0.881,0.636,0.3333333333333333,0.22695,0.0,0.156,0.0257,0.000257,0.207,0.616
0.891,0.319,0.3333333333333333,0.26831666666666665,0.0,0.333,0.0933,0.000104,0.0482,0.687
0.712,0.895,0.8333333333333334,0.0702,0.0,0.254,0.181,1.8e-05,0.108,0.727
0.847,0.92,0.8333333333333334,0.12101666666666668,0.0,0.287,0.0902,1.33e-05,0.126,0.519
0.878,0.835,0.3333333333333333,0.27308333333333334,0.0,0.124,0.0404,0.0,0.354,0.727
0.849,0.803,0.5,0.11291666666666668,1.0,0.275,0.0502,4.94e-06,0.24,0.738
0.787,0.829,0.5833333333333334,0.20363333333333333,1.0,0.25,0.0724,0.0,0.0741,0.798
0.836,0.728,0.8333333333333334,0.20096666666666665,0.0,0.234,0.00569,0.000819,0.0649,0.599
0.83,0.817,0.3333333333333333,0.10898333333333333,0.0,0.077,0.00096,0.000677,0.112,0.622
0.766,0.902,0.5,0.10600000000000001,1.0,0.0973,0.754,1.94e-06,0.183,0.958
0.829,0.852,0.16666666666666666,0.07758333333333334,1.0,0.346,0.351,0.000109,0.324,0.713
0.865,0.82,0.8333333333333334,0.13151666666666667,0.0,0.153,0.0548,0.00148,0.0952,0.868
0.895,0.627,0.08333333333333333,0.22411666666666666,1.0,0.156,0.0194,0.000149,0.114,0.674
0.883,0.465,0.9166666666666666,0.22943333333333332,1.0,0.367,0.0148,0.0,0.175,0.856
0.947,0.672,0.3333333333333333,0.23031666666666667,0.0,0.349,0.0662,0.0,0.0547,0.741
0.813,0.45,0.75,0.24316666666666667,0.0,0.349,0.441,0.0,0.31,0.827
0.765,0.872,0.8333333333333334,0.11655,0.0,0.119,0.0038,0.482,0.275,0.901
0.669,0.768,0.08333333333333333,0.15148333333333333,1.0,0.0562,0.00215,8.93e-06,0.177,0.943
0.846,0.952,0.08333333333333333,0.09943333333333333,1.0,0.111,0.136,0.0,0.338,0.841
0.921,0.768,0.0,0.09558333333333334,1.0,0.311,0.507,0.000738,0.053,0.775
0.818,0.739,0.5833333333333334,0.16651666666666667,0.0,0.0569,0.0117,0.0,0.0653,0.92
0.94,0.837,0.5,0.11518333333333333,0.0,0.148,0.0455,5.36e-05,0.207,0.773
0.866,0.909,0.08333333333333333,0.15958333333333333,1.0,0.212,0.288,0.0,0.118,0.652
0.923,0.646,0.9166666666666666,0.15415,0.0,0.14,0.0625,9.84e-05,0.0375,0.673
0.759,0.778,0.16666666666666666,0.23958333333333334,1.0,0.043,0.00922,0.00534,0.317,0.563
0.724,0.704,0.9166666666666666,0.13763333333333333,0.0,0.0511,0.113,0.00425,0.466,0.96
0.918,0.944,0.0,0.057666666666666665,1.0,0.232,0.0896,0.0,0.135,0.565
0.72,0.863,0.16666666666666666,0.07043333333333333,1.0,0.0562,0.0174,0.0,0.178,0.363
0.551,0.81,0.9166666666666666,0.07275000000000001,1.0,0.0344,0.0155,0.0,0.169,0.332
0.674,0.695,0.5,0.14393333333333333,0.0,0.278,0.0387,0.00202,0.194,0.773
0.623,0.896,0.0,0.07865000000000001,1.0,0.247,0.035,0.0,0.0941,0.613
0.86,0.861,0.5,0.11885,0.0,0.307,0.0361,4.07e-05,0.113,0.79
0.682,0.483,0.8333333333333334,0.12863333333333332,1.0,0.0451,0.00103,0.0,0.159,0.108
0.843,0.805,0.3333333333333333,0.0991,0.0,0.269,0.142,0.0,0.0771,0.615
0.833,0.918,0.8333333333333334,0.05088333333333333,1.0,0.176,0.177,0.0,0.0535,0.646
0.9,0.515,0.08333333333333333,0.11043333333333334,1.0,0.372,0.00341,0.0,0.111,0.659
0.697,0.86,0.9166666666666666,0.08635,1.0,0.43,0.0368,0.0,0.0721,0.433
0.844,0.846,0.5833333333333334,0.08611666666666666,1.0,0.176,0.00487,0.0,0.0784,0.91
0.789,0.881,0.9166666666666666,0.09596666666666667,1.0,0.0331,0.108,0.0,0.355,0.647
0.675,0.607,0.9166666666666666,0.05896666666666666,1.0,0.162,0.0302,8.97e-06,0.339,0.56
0.874,0.714,0.5833333333333334,0.11106666666666666,1.0,0.129,0.0155,0.0,0.0968,0.541
0.859,0.687,0.75,0.03481666666666667,0.0,0.12,0.0375,0.0,0.0542,0.73
0.731,0.927,0.9166666666666666,0.09438333333333333,0.0,0.0408,0.015,0.0,0.103,0.669
0.736,0.74,0.0,0.036333333333333336,1.0,0.0786,0.515,0.0,0.0468,0.803
0.886,0.62,0.4166666666666667,0.09756666666666666,1.0,0.307,0.082,0.0,0.1,0.6
0.868,0.964,0.16666666666666666,0.062000000000000006,1.0,0.111,0.0467,1.51e-05,0.0708,0.868
0.675,0.68,0.3333333333333333,0.08349999999999999,0.0,0.256,0.0655,0.0,0.354,0.845
0.57,0.58,0.08333333333333333,0.09244999999999999,1.0,0.21,0.0124,0.0,0.0498,0.404
0.814,0.387,0.0,0.16445,1.0,0.0945,0.0248,0.0,0.131,0.792
0.756,0.691,0.16666666666666666,0.06196666666666666,1.0,0.178,0.0744,0.0,0.364,0.632
0.582,0.621,0.9166666666666666,0.10305,0.0,0.283,0.00317,0.0,0.111,0.331
0.888,0.577,0.08333333333333333,0.12836666666666666,0.0,0.0612,0.0986,0.0,0.131,0.609
0.933,0.513,0.5833333333333334,0.22005,1.0,0.347,0.00112,0.00248,0.107,0.595
0.753,0.728,0.0,0.09065,1.0,0.228,0.00773,0.0,0.0653,0.751
0.794,0.745,0.0,0.10591666666666667,0.0,0.351,0.113,0.0,0.254,0.741
0.849,0.476,0.0,0.17465,1.0,0.445,0.0966,0.0,0.105,0.48
0.751,0.786,0.25,0.12401666666666666,0.0,0.383,0.0126,0.0,0.107,0.679
0.741,0.658,0.5833333333333334,0.1293,1.0,0.0853,0.643,3.43e-06,0.307,0.746
0.428,0.714,0.6666666666666666,0.0929,1.0,0.399,0.0895,0.0,0.766,0.678
0.586,0.927,0.9166666666666666,0.06795,0.0,0.194,0.00924,1.85e-06,0.344,0.528
0.484,0.69,0.5,0.10565000000000001,1.0,0.316,0.00757,0.0,0.181,0.657
0.898,0.56,0.0,0.14818333333333333,1.0,0.117,0.00238,0.0,0.108,0.465
0.801,0.68,0.08333333333333333,0.03936666666666667,1.0,0.0309,0.00364,0.0,0.0783,0.204
0.933,0.562,0.9166666666666666,0.09938333333333334,1.0,0.122,0.0275,0.0,0.102,0.587
0.931,0.486,0.5,0.17596666666666666,1.0,0.139,0.0579,0.0,0.161,0.896
0.721,0.621,0.08333333333333333,0.07296666666666667,1.0,0.306,0.00469,0.0103,0.199,0.568
0.787,0.799,0.6666666666666666,0.078,0.0,0.0993,0.189,0.0,0.3,0.835
0.495,0.763,0.08333333333333333,0.0951,1.0,0.149,0.00754,0.0,0.27,0.272
0.688,0.926,0.75,0.06046666666666667,1.0,0.219,0.0055,0.0,0.11,0.542
0.836,0.906,0.08333333333333333,0.04836666666666667,1.0,0.279,0.000426,0.0,0.227,0.718
0.772,0.724,0.5,0.09665,0.0,0.307,0.0149,0.0,0.355,0.518
0.521,0.625,0.08333333333333333,0.1245,1.0,0.067,0.0301,0.0,0.121,0.136
0.955,0.768,0.08333333333333333,0.09233333333333334,0.0,0.181,0.0134,0.0,0.308,0.741
0.851,0.598,0.0,0.13926666666666668,1.0,0.439,0.000595,0.0,0.343,0.654
0.7,0.518,0.3333333333333333,0.11985,0.0,0.177,0.0471,0.0,0.1,0.542
0.88,0.693,0.08333333333333333,0.08668333333333332,1.0,0.332,0.0599,0.0,0.248,0.767
0.794,0.777,0.08333333333333333,0.0616,0.0,0.0813,0.0982,0.0,0.202,0.706
